City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Dunedin,-45.8742,170.5036,64.0,47,83,4.0,NZ,1613005138
Lixouri,38.2019,20.4314,59.2,83,77,15.9,GR,1613005237
Makkah al Mukarramah,21.4267,39.8261,73.63,54,0,4.83,SA,1613005238
Lokosovo,61.1333,74.8167,-18.4,87,100,11.03,RU,1613005238
Lakes,61.6071,-149.3086,19.99,73,90,1.9,US,1613005239
Payson,40.0444,-111.7321,48.2,43,75,4.38,US,1613005239
Matara,5.9485,80.5353,70.3,86,89,5.14,LK,1613005239
Khasan,42.4308,130.6434,27.54,94,0,3.87,RU,1613005240
Cherskiy,68.75,161.3,-9.9,86,0,3.6,RU,1613005240
Kiruna,67.8557,20.2251,17.6,79,90,5.75,SE,1613005241
Laas,46.6166,10.7002,34.0,86,90,6.91,IT,1613005241
Moyale,3.5167,39.0584,68.23,38,100,5.75,KE,1613005241
Berlevåg,70.8578,29.0864,22.71,85,100,7.78,NO,1613005242
Puławy,51.4166,21.9694,21.99,100,100,7.78,PL,1613005242
Antalaha,-14.9003,50.2788,75.38,90,100,3.69,MG,1613005242
Durham,36.0335,-78.8664,46.99,66,75,3.44,US,1613005243
Longyan,25.1072,117.0225,61.0,79,83,2.35,CN,1613005243
Boden,65.8252,21.6886,5.0,85,96,4.61,SE,1613005083
Popondetta,-8.7537,148.2534,90.41,55,100,3.29,PG,1613005243
Port,-7.0349,29.7638,72.52,75,100,6.26,CD,1613005175
Bay,43.7334,-84.0166,17.6,67,90,5.75,US,1613005244
Skibbereen,51.55,-9.2667,35.6,60,75,21.85,IE,1613005244
Riyadh,24.6877,46.7219,57.2,38,0,5.75,SA,1613004998
Baruun-Urt,46.6806,113.2792,26.85,92,99,19.62,MN,1613005245
Sao,20.5113,76.2129,61.02,30,100,2.08,IN,1613005245
Opuwo,-18.0607,13.84,66.85,77,100,4.7,NA,1613005245
Taloqan,36.7361,69.5345,47.44,47,0,2.91,AF,1613005245
Zabul Province,32.25,67.25,37.8,70,0,1.74,AF,1613005246
Dubti,11.7361,41.0853,73.63,40,100,7.96,ET,1613005246
Pemberton,50.3164,-122.8027,14.0,48,90,2.3,CA,1613005233
Beira,-19.8436,34.8389,82.4,78,40,10.36,MZ,1613005069
Taoudenni,22.6783,-3.9836,65.17,23,0,11.18,ML,1613005247
Linfen,36.0889,111.5189,45.25,54,100,1.92,CN,1613005247
Luanda,-8.8368,13.2343,78.8,83,20,3.44,AO,1613005247
Şebinkarahisar,40.2883,38.4236,33.06,92,3,2.15,TR,1613005248
Alaşehir,38.3508,28.5172,49.42,76,0,5.28,TR,1613005248
Estado de Bahia,-12.0,-42.0,66.43,86,70,4.43,BR,1613004960
Rome,43.2128,-75.4557,19.4,58,1,3.49,US,1613005249
Sohag,26.557,31.6948,55.4,58,0,3.44,EG,1613005249
Fairbanks,64.8378,-147.7164,6.01,60,90,3.44,US,1613005249
Dingle,10.9995,122.6711,81.54,78,0,1.66,PH,1613005249
Palana,59.1167,159.9667,16.7,94,75,9.64,RU,1613005249
Ponta,38.7333,-28.2667,53.46,74,88,37.92,PT,1613005249
Iqaluit,63.7506,-68.5145,3.2,78,20,5.75,CA,1613005250
Sittwe,20.15,92.9,63.03,62,0,5.97,MM,1613005250
Kloulklubed,7.0419,134.2556,84.2,79,90,9.22,PW,1613005251
Mossamedes,-15.1961,12.1522,73.13,71,100,2.51,AO,1613005251
Deder,9.3167,41.45,51.48,52,88,5.73,ET,1613005252
Shimoda,34.6667,138.95,53.6,43,20,12.66,JP,1613005252
Buala,-8.145,159.5921,84.43,73,100,11.05,SB,1613005252
Boca,45.679,8.4087,41.0,86,0,5.64,IT,1613005253
Sulangan,11.1373,123.7228,80.85,76,1,3.29,PH,1613005253
San,13.3034,-4.8956,77.22,17,91,8.72,ML,1613005082
Beïnamar,8.6698,15.3813,68.67,19,100,3.29,TD,1613005253
Hammond,41.5834,-87.5,19.4,67,90,8.05,US,1613005253
Banjar,-8.19,114.9675,80.6,89,75,5.75,ID,1613005253
Oxford,51.7522,-1.256,25.0,93,0,9.22,GB,1613005254
Oeiras,-7.0253,-42.1311,75.56,85,100,0.96,BR,1613005254
Xining,36.6167,101.7667,30.07,75,0,0.13,CN,1613005254
Assiut,27.181,31.1837,53.6,62,0,5.75,EG,1613005255
Korla,41.7597,86.1469,34.05,75,100,7.2,CN,1613005255
Ambilobe,-13.2,49.05,73.76,93,94,2.51,MG,1613005255
Jiaocheng,24.6774,116.1389,57.87,85,89,2.86,CN,1613005256
Kuldīga,56.974,21.9572,15.8,100,90,6.91,LV,1613005256
Aleksandrov,56.4,38.71,-1.53,93,87,5.5,RU,1613005257
Tyshkivka,48.4967,30.9423,22.89,96,100,7.11,UA,1613005257
Keflavik,64.0049,-22.5624,35.6,80,75,13.8,IS,1613005257
Turukhansk,65.8167,87.9833,-14.39,88,99,7.96,RU,1613005258
Kuminskiy,58.6667,66.5667,-23.8,86,0,4.72,RU,1613005258
Colares,38.7992,-9.4469,57.99,96,100,9.91,PT,1613005258
Sabang,5.8933,95.3214,81.9,73,0,5.88,ID,1613005259
Bereda,43.2686,-7.5406,50.0,98,100,13.0,ES,1613005259
Khabary,53.6259,79.5345,-29.72,85,0,5.32,RU,1613005259
Shirokiy,49.758,129.523,5.49,95,80,10.0,RU,1613005259
Kawalu,-7.3817,108.2082,78.37,79,21,0.51,ID,1613005260
Balkanabat,39.5108,54.3671,53.11,46,100,11.68,TM,1613005260
Shingū,33.7333,135.9833,50.0,50,75,12.66,JP,1613005260
Adrar,20.5022,-10.0711,63.45,23,0,9.01,MR,1613005261
Otane,-39.8833,176.6333,73.99,47,15,7.0,NZ,1613005261
Shāhpura,27.3833,75.9667,55.4,54,0,2.3,IN,1613005261
Flin,48.4982,6.6557,19.4,85,0,6.91,FR,1613005262
Kirakira,-10.4544,161.9205,84.31,73,100,7.96,SB,1613005262
Evensk,61.95,159.2333,12.87,90,54,8.95,RU,1613005262
Lebanon,36.2081,-86.2911,46.4,87,90,8.05,US,1613005262
Parrita,9.5201,-84.3225,69.8,68,20,14.97,CR,1613005263
Maralal,1.0968,36.698,62.38,60,98,4.76,KE,1613005034
Kropotkin,45.4375,40.5756,46.0,79,5,10.92,RU,1613005263
Sheltozero,61.3667,35.3667,-1.89,93,100,2.1,RU,1613005263
Maur,30.0833,75.25,51.06,48,0,0.83,IN,1613005264
Yulara,-25.2406,130.9889,87.8,51,40,6.91,AU,1613005264
Mount,53.6597,-1.8537,28.0,84,1,1.01,GB,1613005264
Pacific,38.482,-90.7415,17.01,87,100,9.71,US,1613005264
Progreso,21.2833,-89.6667,86.0,48,1,11.5,MX,1613005265
Kalmunai,7.4167,81.8167,69.39,79,9,6.82,LK,1613005265
Burnie,-41.0667,145.9167,61.0,85,97,5.01,AU,1613005265
Sisimiut,66.9395,-53.6735,13.53,91,50,6.76,GL,1613005265
Vila,42.0304,-8.1588,48.0,95,100,6.08,PT,1613005265
Westport,41.1415,-73.3579,30.99,55,75,3.44,US,1613005265
Nhulunbuy,-12.2333,136.7667,82.4,78,75,10.36,AU,1613005266
Lakselv,70.0513,24.9718,19.4,93,100,3.44,NO,1613005266
Grants,35.1473,-107.8514,44.6,36,90,11.5,US,1613005266
San,13.3034,-4.8956,77.22,17,91,8.72,ML,1613005094
Kimbe,-5.5502,150.1429,82.6,78,100,4.29,PG,1613005266
Vila,42.0304,-8.1588,48.0,95,100,6.08,PT,1613005267
Upington,-28.4478,21.2561,68.0,88,100,9.22,ZA,1613005267
Palmer,42.1584,-72.3287,16.0,79,83,2.15,US,1613005267
Cabedelo,-6.9811,-34.8339,80.6,83,20,10.36,BR,1613005091
Narok,-1.0783,35.8601,59.56,92,99,1.83,KE,1613005267
Ballina,-28.8667,153.5667,77.0,69,75,12.66,AU,1613005267
Kaitangata,-46.2817,169.8464,55.99,60,100,21.99,NZ,1613005268
North,50.3333,3.6667,25.0,93,20,5.75,FR,1613005268
Palm,47.6428,16.1094,24.01,81,100,14.0,AT,1613005268
Nelson,-41.2833,173.2833,75.99,33,0,8.01,NZ,1613005133
Husavik,66.0449,-17.3389,15.8,92,90,3.44,IS,1613005268
Teguise,29.0605,-13.564,64.4,77,75,4.61,ES,1613005268
Karratha,-20.7377,116.8463,90.59,45,0,8.66,AU,1613005269
Abaza,52.655,90.0928,-7.38,85,100,4.14,RU,1613005269
Padang,-0.9492,100.3543,75.2,88,20,2.3,ID,1613005010
Toledo,39.8333,-4.0,48.99,70,10,4.0,ES,1613005269
Santa,17.486,120.4348,80.35,71,57,3.27,PH,1613005269
Marathon,44.9,-89.7668,1.4,55,1,6.91,US,1613005270
Doka,13.5167,35.7667,71.46,33,4,8.48,SD,1613005270
Nuuk,64.1835,-51.7216,24.8,86,75,3.44,GL,1613005238
Beian,63.6559,9.5683,17.6,86,20,11.5,NO,1613005270
Deming,32.2687,-107.7586,62.6,16,1,12.66,US,1613005270
Loandjili,-4.7561,11.8578,80.6,89,20,4.61,CG,1613005271
Charters,38.5736,-83.4333,30.2,93,90,5.75,US,1613005271
Nizwá,22.9333,57.5333,60.91,46,99,2.64,OM,1613005271
Topolobampo,25.6,-109.05,71.6,53,1,9.22,MX,1613005271
Kristinestad,62.2743,21.376,6.98,95,15,3.74,FI,1613005271
Lodwar,3.1191,35.5973,81.46,41,100,6.24,KE,1613005271
Byron,44.0327,-92.6455,6.8,66,1,6.91,US,1613005271
Kozhva,65.1073,57.0459,-20.24,88,95,3.69,RU,1613005271
Port,-7.0349,29.7638,72.66,75,100,6.89,CD,1613005272
Jiuquan,39.7432,98.5174,31.87,76,0,7.81,CN,1613005272
Quryq,43.2,51.65,44.96,66,100,14.03,KZ,1613005272
Bilma,18.6853,12.9164,66.87,22,0,6.51,NE,1613005272
Hinckley,52.5389,-1.3761,26.01,95,10,6.4,GB,1613005272
Nioro,13.35,-15.75,76.05,18,0,4.74,GM,1613005273
Australind,-33.2667,115.7167,60.01,77,14,1.99,AU,1613005273
Jangaon,17.7167,79.1833,59.23,83,0,3.36,IN,1613005273
Tessalit,20.1986,1.0114,66.85,19,1,10.54,ML,1613005273
Valverde,37.5769,15.1242,53.6,82,40,29.93,IT,1613005273
Sananduva,-27.9497,-51.8067,66.67,73,100,6.96,BR,1613005274
Seymchan,62.8833,152.4333,-2.33,88,39,0.94,RU,1613005274
Sexsmith,55.35,-118.786,-14.8,58,75,4.61,CA,1613005274
Nichinan,31.6,131.3667,48.2,53,75,6.91,JP,1613005274
Madang,-5.2246,145.7966,82.71,74,99,5.68,PG,1613005275
Northam,51.0333,-4.2167,28.99,80,100,4.0,GB,1613005275
Krasnovishersk,60.4078,57.082,-21.19,87,100,2.75,RU,1613005275
Homer,59.6425,-151.5483,30.99,80,90,4.61,US,1613005214
Linqiong,30.4159,103.4609,55.4,76,40,2.24,CN,1613005275
Fukuechō,32.6881,128.8419,48.2,87,0,1.14,JP,1613005276
Sola,-13.8833,167.55,89.6,66,75,5.75,VU,1613005276
Dong,4.895,12.0057,68.95,74,3,0.4,CM,1613005276
Mogadishu,2.0371,45.3438,76.23,81,93,18.97,SO,1613005276
Tateyama,34.9833,139.8667,51.8,46,0,18.41,JP,1613005276
Surdulica,42.6906,22.1708,46.99,88,55,1.01,RS,1613005277
Chāībāsa,22.5667,85.8167,57.2,77,25,1.14,IN,1613005277
Casablanca,33.5928,-7.6192,60.01,100,0,3.44,MA,1613005277
Baghmara,23.795,86.2085,60.48,58,29,3.49,IN,1613005277
Mount Abu,24.6,72.7,48.92,48,8,3.56,IN,1613005278
